trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
638,False,"{'a': 0.06, 'e': 0.01977969430323089}",25,0,29.347183945695342,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.06, 'e': 0.01976423537605237}",20,0,18.14915995148135,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
640,False,"{'a': 0.06, 'e': 0.019748812638334105}",20,10,7.045574861747687,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.06, 'e': 0.01973342594909646}",35,0,45.502850449480114,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
642,False,"{'a': 0.06, 'e': 0.019718075168127475}",20,0,21.557297787484426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
643,False,"{'a': 0.06, 'e': 0.019702760155977515}",30,0,33.87423774725885,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.06, 'e': 0.019687480773953943}",30,0,40.8130212772113,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.06, 'e': 0.019672236884115842}",25,0,30.990410890773123,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.06, 'e': 0.019657028349268788}",20,0,11.289540170750902,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
647,False,"{'a': 0.06, 'e': 0.019641855032959652}",25,0,37.49137133835964,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
648,False,"{'a': 0.06, 'e': 0.01962671679947149}",30,6,25.227245212766263,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.06, 'e': 0.019611613513818404}",35,0,38.804000586885536,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.06, 'e': 0.019596545041740514}",25,0,19.65635168052814,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
651,False,"{'a': 0.06, 'e': 0.019581511249698935}",35,0,39.80373943883082,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
652,False,"{'a': 0.06, 'e': 0.019566512004870806}",30,0,43.285309656203566,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
653,False,"{'a': 0.06, 'e': 0.019551547175144377}",20,0,24.26213532602164,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.06, 'e': 0.01953661662911409}",20,0,6.588920906205551,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
655,False,"{'a': 0.06, 'e': 0.01952172023607576}",25,0,25.437823929148028,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.06, 'e': 0.01950685786602176}",25,0,31.91600407555619,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
657,False,"{'a': 0.06, 'e': 0.019492029389636262}",20,0,29.552271594039965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.06, 'e': 0.019477234678290496}",20,0,12.129723879136398,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
659,False,"{'a': 0.06, 'e': 0.019462473604038074}",30,24,13.036468865521893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.06, 'e': 0.019447746039610348}",25,0,29.399194348358332,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.06, 'e': 0.019433051858411793}",30,0,25.443655069599135,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
662,False,"{'a': 0.06, 'e': 0.019418390934515434}",20,0,21.549959334341477,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.06, 'e': 0.01940376314265832}",20,0,15.290776282446492,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
664,False,"{'a': 0.06, 'e': 0.019389168358237032}",20,0,22.14987691160695,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.06, 'e': 0.019374606457303215}",25,0,25.60442983064431,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
666,False,"{'a': 0.06, 'e': 0.019360077316559157}",25,0,35.89149899522172,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.06, 'e': 0.01934558081335342}",25,0,30.258571313223577,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
668,False,"{'a': 0.06, 'e': 0.019331116825676477}",25,0,26.655021878573265,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
669,False,"{'a': 0.06, 'e': 0.019316685232156395}",20,0,24.04868866500812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.06, 'e': 0.019302285912054573}",20,0,20.098238764289263,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.06, 'e': 0.01928791874526149}",25,0,33.51679431055125,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
672,False,"{'a': 0.06, 'e': 0.019273583612292495}",25,0,23.017022797651556,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.06, 'e': 0.019259280394283634}",20,0,34.93485901917698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
674,False,"{'a': 0.06, 'e': 0.019245008972987525}",30,0,33.47362138690381,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
675,False,"{'a': 0.06, 'e': 0.019230769230769232}",25,0,30.9737368320636,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
676,False,"{'a': 0.06, 'e': 0.019216561050602196}",30,0,37.23653645326602,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.06, 'e': 0.019202384316064216}",20,11,12.606027145974545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.06, 'e': 0.019188238911333408}",30,0,29.393742354072074,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.06, 'e': 0.01917412472118426}",20,0,30.411667595111872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.06, 'e': 0.019160041630983685}",25,0,39.73998089596169,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.06, 'e': 0.01914598952668709}",30,0,23.414709669256247,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
682,False,"{'a': 0.06, 'e': 0.019131968294834524}",20,0,28.883017626943154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.06, 'e': 0.019117977822546813}",20,0,26.184711482704287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
684,False,"{'a': 0.06, 'e': 0.019104017997521754}",20,0,25.945730532538896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
685,False,"{'a': 0.06, 'e': 0.019090088708030313}",20,0,30.292631377415468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.06, 'e': 0.019076189842912893}",30,4,38.064947636829125,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.06, 'e': 0.019062321291575583}",20,0,27.773807415093156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
688,False,"{'a': 0.06, 'e': 0.01904848294398648}",25,0,30.880827767814633,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.06, 'e': 0.019034674690672024}",20,0,19.851300226028215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.06, 'e': 0.01902089642271334}",20,0,15.697951063565068,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
691,False,"{'a': 0.06, 'e': 0.019007148031742638}",20,0,21.187780414236254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
692,False,"{'a': 0.06, 'e': 0.018993429409939658}",20,9,17.821956509742865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.06, 'e': 0.018979740450028083}",20,0,26.55171275309565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.06, 'e': 0.01896608104527204}",20,0,25.13277730934759,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
695,False,"{'a': 0.06, 'e': 0.018952451089472584}",25,0,28.85815929856296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
696,False,"{'a': 0.06, 'e': 0.018938850476964256}",30,0,43.31141930831449,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
697,False,"{'a': 0.06, 'e': 0.018925279102611613}",20,12,14.305757070383995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.06, 'e': 0.018911736861805844}",20,0,25.144230962045786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
699,False,"{'a': 0.06, 'e': 0.01889822365046136}",30,0,24.05628674996302,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
700,False,"{'a': 0.06, 'e': 0.01888473936501245}",20,0,27.16885734312021,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
701,False,"{'a': 0.06, 'e': 0.01887128390240993}",20,0,28.396924086098593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 0.06, 'e': 0.018857857160117855}",25,0,25.284386807400104,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.06, 'e': 0.018844459036110227}",20,0,25.90391362482793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.06, 'e': 0.018831089428867735}",25,0,16.798861930926215,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
705,False,"{'a': 0.06, 'e': 0.018817748237374535}",20,0,20.02979824647703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
706,False,"{'a': 0.06, 'e': 0.01880443536111504}",30,0,37.83447200745928,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.06, 'e': 0.018791150700070723}",25,0,-12.293545853933534,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
708,False,"{'a': 0.06, 'e': 0.018777894154716993}",25,0,31.237618111715246,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
709,False,"{'a': 0.06, 'e': 0.018764665626020038}",20,0,23.92923084486494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
710,False,"{'a': 0.06, 'e': 0.018751465015433733}",20,0,26.346631700392734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.06, 'e': 0.018738292224896536}",20,0,28.603681326965674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.06, 'e': 0.018725147156828454}",20,0,26.68132570380344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.06, 'e': 0.018712029714127994}",20,0,24.613522505584964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.06, 'e': 0.018698939800169144}",20,0,26.08383040286922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
715,False,"{'a': 0.06, 'e': 0.018685877318798397}",20,4,25.719920314495422,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.06, 'e': 0.018672842174331777}",20,0,29.404693068318547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.06, 'e': 0.0186598342715519}",30,12,32.194799585974806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.06, 'e': 0.018646853515705036}",20,0,25.018307477451263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.06, 'e': 0.018633899812498248}",25,0,23.26723180665926,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
720,False,"{'a': 0.06, 'e': 0.01862097306809647}",25,0,29.27512364213966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
721,False,"{'a': 0.06, 'e': 0.01860807318911967}",30,0,35.797810798139245,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.06, 'e': 0.018595200082640047}",25,0,20.787986699266032,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
723,False,"{'a': 0.06, 'e': 0.01858235365617916}",25,0,34.51654176808932,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.06, 'e': 0.018569533817705187}",25,0,33.298017442748424,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.06, 'e': 0.018556740475630138}",20,0,27.884661458699426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
726,False,"{'a': 0.06, 'e': 0.0185439735388071}",25,0,26.1858914937598,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
727,False,"{'a': 0.06, 'e': 0.01853123291652753}",25,0,17.38667942920084,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
728,False,"{'a': 0.06, 'e': 0.018518518518518517}",20,0,27.7717973009029,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.06, 'e': 0.018505830254940132}",25,0,14.612491481066355,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
730,False,"{'a': 0.06, 'e': 0.018493168036382727}",20,0,26.943192768458452,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.06, 'e': 0.01848053177386432}",30,0,41.201556721431515,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
732,False,"{'a': 0.06, 'e': 0.018467921378827943}",25,0,36.21267883047241,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.06, 'e': 0.018455336763139055}",20,0,24.728270615233562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
734,False,"{'a': 0.06, 'e': 0.01844277783908294}",20,0,26.74516422578455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
735,False,"{'a': 0.06, 'e': 0.018430244519362142}",20,0,31.761556520526593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
736,False,"{'a': 0.06, 'e': 0.018417736717093933}",25,0,29.592234910598357,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
737,False,"{'a': 0.06, 'e': 0.018405254345807757}",20,0,28.207102673230438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
738,False,"{'a': 0.06, 'e': 0.018392797319442742}",25,4,23.794190879185443,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.06, 'e': 0.018380365552345193}",25,0,26.32679219743835,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
740,False,"{'a': 0.06, 'e': 0.018367958959266125}",20,0,30.42461697662681,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
741,False,"{'a': 0.06, 'e': 0.018355577455358808}",20,0,30.879246141915434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.06, 'e': 0.018343220956176326}",25,0,33.20844346179236,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 0.06, 'e': 0.018330889377669163}",20,0,27.450725829840508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
744,False,"{'a': 0.06, 'e': 0.01831858263618279}",25,0,30.454505794705604,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
745,False,"{'a': 0.06, 'e': 0.01830630064845531}",30,0,42.13496229840533,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
746,False,"{'a': 0.06, 'e': 0.018294043331615058}",20,0,26.046494588317145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
747,False,"{'a': 0.06, 'e': 0.018281810603178267}",30,0,37.24018176200892,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.06, 'e': 0.01826960238104674}",30,0,34.99656066973306,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
749,False,"{'a': 0.06, 'e': 0.018257418583505537}",20,0,-4.156906298644783,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
750,False,"{'a': 0.06, 'e': 0.01824525912922067}",20,0,22.401950312782322,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
751,False,"{'a': 0.06, 'e': 0.01823312393723682}",25,0,27.4678223564985,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
752,False,"{'a': 0.06, 'e': 0.01822101292697509}",20,0,19.861270966545337,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
753,False,"{'a': 0.06, 'e': 0.018208926018230744}",25,0,34.3727975305753,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.06, 'e': 0.018196863131170974}",20,0,26.080797899513733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
755,False,"{'a': 0.06, 'e': 0.018184824186332698}",25,0,4.265645332054217,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
756,False,"{'a': 0.06, 'e': 0.01817280910462035}",25,0,29.677927819121724,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.06, 'e': 0.0181608178073037}",30,0,23.9302454630784,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
758,False,"{'a': 0.06, 'e': 0.018148850216015693}",30,0,43.4692963761059,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
759,False,"{'a': 0.06, 'e': 0.01813690625275029}",20,0,22.312577284617422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
760,False,"{'a': 0.06, 'e': 0.018124985839860344}",20,0,24.64956585238008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
761,False,"{'a': 0.06, 'e': 0.01811308890005546}",20,0,30.890726088602378,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.06, 'e': 0.018101215356399913}",20,0,23.313439281139,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
763,False,"{'a': 0.06, 'e': 0.01808936513231054}",25,0,29.065530125026296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
764,False,"{'a': 0.06, 'e': 0.018077538151554683}",25,0,29.225886553008003,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
765,False,"{'a': 0.06, 'e': 0.018065734338248103}",20,11,13.240676709241793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.06, 'e': 0.018053953616852973}",35,0,47.1186526923409,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
767,False,"{'a': 0.06, 'e': 0.018042195912175808}",30,0,39.06059716047473,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
768,False,"{'a': 0.06, 'e': 0.018030461149365472}",20,0,-12.47633251084442,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
769,False,"{'a': 0.06, 'e': 0.018018749253911177}",20,0,26.5669638180968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
770,False,"{'a': 0.06, 'e': 0.018007060151640494}",25,0,24.73632077267006,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
771,False,"{'a': 0.06, 'e': 0.017995393768717362}",20,0,15.293773951200778,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
772,False,"{'a': 0.06, 'e': 0.01798375003164016}",25,7,27.496941940362987,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.06, 'e': 0.017972128867239735}",20,13,10.397601058002106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.06, 'e': 0.01796053020267749}",30,0,49.12629220158007,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
775,False,"{'a': 0.06, 'e': 0.017948953965443454}",25,0,31.279206523255695,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
776,False,"{'a': 0.06, 'e': 0.01793740008335438}",35,0,41.95952688051818,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'a': 0.06, 'e': 0.01792586848455187}",20,0,27.24048275344978,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
778,False,"{'a': 0.06, 'e': 0.017914359097500464}",25,0,29.237093482827447,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
779,False,"{'a': 0.06, 'e': 0.017902871850985824}",20,0,15.6217884139901,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
780,False,"{'a': 0.06, 'e': 0.01789140667411283}",25,0,39.83554254266784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.06, 'e': 0.01787996349630379}",30,0,27.852038719884327,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
782,False,"{'a': 0.06, 'e': 0.01786854224729658}",20,0,30.495903898233856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
783,False,"{'a': 0.06, 'e': 0.017857142857142856}",25,0,28.213316822548006,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
784,False,"{'a': 0.06, 'e': 0.017845765256206243}",20,0,32.307393948620415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
785,False,"{'a': 0.06, 'e': 0.01783440937516054}",25,15,19.969228068705764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.06, 'e': 0.017823075144987977}",35,0,46.8166260456073,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
787,False,"{'a': 0.06, 'e': 0.017811762496977412}",20,0,-15.688604488492809,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
788,False,"{'a': 0.06, 'e': 0.01780047136272261}",25,0,30.47331361545315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
789,False,"{'a': 0.06, 'e': 0.0177892016741205}",25,0,33.960956359540596,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
790,False,"{'a': 0.06, 'e': 0.017777953363369448}",20,0,20.783329465990203,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
791,False,"{'a': 0.06, 'e': 0.017766726362967538}",20,0,26.14111755687724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
792,False,"{'a': 0.06, 'e': 0.017755520605710874}",25,0,29.795722634970545,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
793,False,"{'a': 0.06, 'e': 0.0177443360246919}",25,0,24.604003151122697,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
794,False,"{'a': 0.06, 'e': 0.017733172553297715}",25,16,14.278116322177096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.06, 'e': 0.017722030125208395}",30,10,32.019536385515885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.06, 'e': 0.017710908674395363}",20,0,28.831633031984403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
797,False,"{'a': 0.06, 'e': 0.017699808135119715}",25,0,35.53411345283717,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
798,False,"{'a': 0.06, 'e': 0.017688728441930625}",20,0,25.1135108658936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
799,False,"{'a': 0.06, 'e': 0.017677669529663688}",20,0,29.86642607346297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
800,False,"{'a': 0.06, 'e': 0.017666631333439334}",20,0,28.45299849712191,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'a': 0.06, 'e': 0.017655613788661217}",25,0,38.26124387033808,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.06, 'e': 0.017644616831014637}",20,0,23.03466098414867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
803,False,"{'a': 0.06, 'e': 0.017633640396464957}",20,0,27.585523398215454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
804,False,"{'a': 0.06, 'e': 0.017622684421256033}",25,7,18.918016145551935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.06, 'e': 0.01761174884190867}",20,0,23.6678737554368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
806,False,"{'a': 0.06, 'e': 0.01760083359521907}",20,7,19.791425889361292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.06, 'e': 0.017589938618257295}",20,0,27.646006604206924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
808,False,"{'a': 0.06, 'e': 0.017579063848365748}",20,8,18.515563037053656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.06, 'e': 0.017568209223157664}",35,0,43.2547326845272,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
810,False,"{'a': 0.06, 'e': 0.01755737468051559}",20,0,26.6735944110852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
811,False,"{'a': 0.06, 'e': 0.01754656015858991}",20,0,27.927647873906803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.06, 'e': 0.01753576559579736}",20,0,28.511725479352563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
813,False,"{'a': 0.06, 'e': 0.01752499093081954}",20,0,26.055832166650156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
814,False,"{'a': 0.06, 'e': 0.017514236102601468}",30,0,30.641082866433944,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
815,False,"{'a': 0.06, 'e': 0.01750350105035012}",30,0,34.7359233413746,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
816,False,"{'a': 0.06, 'e': 0.01749278571353299}",25,0,30.963532956743695,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.06, 'e': 0.017482090031876642}",20,0,11.936021837491941,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
818,False,"{'a': 0.06, 'e': 0.017471413945365305}",20,0,24.476260085376897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
819,False,"{'a': 0.06, 'e': 0.017460757394239454}",20,0,28.873641203518613,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
820,False,"{'a': 0.06, 'e': 0.0174501203189944}",30,0,36.635698307002706,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
821,False,"{'a': 0.06, 'e': 0.017439502660378896}",25,7,29.053670551136502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.06, 'e': 0.017428904359393746}",25,0,20.598104880166957,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
823,False,"{'a': 0.06, 'e': 0.017418325357290442}",25,0,37.66858974167826,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
